sessionId,CTR,Bid
9705699729732200,0.046440829881063184,0.46440829881063184
12802690671750800,0.02105975918668951,0.16847807349351607
21347409150256300,0.030131396351113993,0.6026279270222799
23329125091887800,0.004317208210343104,0.0949785806275483
28266843791174100,0.013840218465274818,0.34600546163187046
38885354599292096,0.06431408202143257,0.6431408202143257
46350075538682200,0.21013784463719243,4.202756892743849
49092479590685296,0.0039463607093119185,0.07498085347692644
66271671661355000,0.020446557379532975,0.5111639344883244
67481259350022496,0.20927824179905383,5.2319560449763465
70514326854354800,0.009987186089360165,0.03994874435744066
143519258578303008,0.006262918888658105,0.11273253999584587
143577513080274000,0.007100505137430332,0.21301515412290994
151464085718316992,0.15971244424830586,19.1654933097967
154704562631673984,0.004650046662291595,0.0930009332458319
161715902027214016,0.009332046011533436,0.31728956439213685
162522516391112992,0.018854561659715063,0.37709123319430127
168395078313236992,0.006263316196095346,0.12526632392190692
175852704715023008,0.013895967909528897,1.0255224317232328
241642700397416992,0.23923618881962758,0.7177085664588828
245597896031585984,0.15143492494516542,6.057396997806617
255746531297142016,0.015074893683714386,0.39194723577657403
264767271146255008,0.046440829881063184,0.46440829881063184
270822622799776992,0.01419630288509063,0.35490757212726576
273051702956784992,0.3932745876493749,9.831864691234372
332208767519184000,0.001803179243292543,0.05409537729877629
340623863055980992,0.022502423192840064,0.45004846385680125
377221034313324992,0.06388264474605668,0.38329586847634006
383217987486908992,0.19830600421625785,4.957650105406447
411284421635793024,0.09723556366647806,0.9723556366647806
417572181620489984,0.07676670992495752,0.8444338091745326
450378068696099008,0.031117790109310164,1.5558895054655082
483964042180561984,0.0039463607093119185,0.07498085347692644
486403007767414976,0.06431408202143257,0.6431408202143257
544645597095833024,0.009332046011533436,0.31728956439213685
549626003332508992,0.05942679523141355,1.188535904628271
575908141583036992,0.20987529664321888,5.246882416080473
598643090731176960,0.045755063175539464,7.778360739841709
635964131967739008,0.04766796619286093,1.1916991548215232
649412135790296960,0.0037474333757935314,0.05621150063690297
681069865996508032,0.046440829881063184,0.46440829881063184
682161504977624064,0.009332046011533436,0.31728956439213685
690587030381540992,0.032908699066135486,0.9872609719840645
694571138679155968,0.0164587715659258,0.0987526293955548
701106007744925056,0.009332046011533436,0.31728956439213685
704939244482151936,0.08420772040698192,6.736617632558554
